label,FULL_sharpe,FULL_ret,FULL_vol,FULL_dd,IS_sharpe,IS_ret,IS_vol,IS_dd,OOS_sharpe,OOS_ret,OOS_vol,OOS_dd,2022_sharpe
TOP8 (v3),2.5190355580619523,0.04855396785552251,0.019274824327163542,-0.01534008683217003,2.274915923968481,0.04201305746445612,0.01846796051748865,-0.01534008683217003,2.8971658422038185,0.05953598517681821,0.02054973322877862,-0.012490695158154708,0.09351945015076138
TOP8 + regime,2.4944641328246986,0.050665696681894745,0.02031125483633295,-0.015340086832169919,2.24570091573938,0.045218916562539145,0.020135769748150616,-0.015340086832169919,2.903479723152652,0.0598224068317129,0.02060369368336991,-0.012490695158154708,0.5201462401236615
TOP10 (v5),2.6077647448459564,0.04697874237914057,0.018014946506194774,-0.013991020360465067,2.532313592812424,0.044081928211796344,0.01740776827045276,-0.013991020360465067,2.7310853286581276,0.05187156552181983,0.0189930226556876,-0.013167363476013438,0.09612247124462342
TOP10 + regime,2.569932122944215,0.04801768244563307,0.01868441661043644,-0.013991020360464734,2.4842800355679806,0.04592092395485236,0.01848460048681809,-0.013991020360464734,2.7112605699033,0.05157521686094824,0.019022596881120773,-0.013167363476013438,0.5465210205666293
TOP10 + regime + tripwire,2.2241963740194453,0.037507844704479015,0.016863549074444765,-0.014020999365497055,1.9979520211014468,0.033192560105994445,0.01661329188860891,-0.013833263803289086,2.590791605024019,0.04475935884463,0.017276325412601077,-0.014020999365497722,0.1958800162200856
+ vol-target 10%,2.2272991704928566,0.17678205360162472,0.07937059194544863,-0.06890083216426557,1.9704299985228673,0.15031715373921953,0.07628647242069232,-0.06768296870823265,2.6250343899967055,0.22119342185415686,0.08426305678015687,-0.06890083216426546,0.19588001622008544
+ DD control (FINAL),2.1831789242844746,0.16736606729726855,0.0766616356706182,-0.06968238419167605,1.9239291906858489,0.14049161193517187,0.0730232758124996,-0.06968238419167605,2.579258066104335,0.21245081660614548,0.08236896470271676,-0.05903267967967396,0.05606867561060877
