label,FULL_sharpe,FULL_ret,FULL_vol,FULL_dd,IS_sharpe,IS_ret,IS_vol,IS_dd,OOS_sharpe,OOS_ret,OOS_vol,OOS_dd,Sh2022
TOP8 + regime,2.4944641328246986,0.050665696681894745,0.02031125483633295,-0.015340086832169919,2.24570091573938,0.045218916562539145,0.020135769748150616,-0.015340086832169919,2.903479723152652,0.0598224068317129,0.02060369368336991,-0.012490695158154708,0.5201462401236615
TOP9 + PAIRS,2.5303094881115675,0.047290256256589676,0.01868951465375232,-0.012093947854887599,2.3136228609196374,0.043077298784147816,0.018618980436174073,-0.012093947854887599,2.890879705549172,0.05438202761359392,0.018811584414669763,-0.01208676060766778,0.9791461770995491
TOP9 + ROTATION,2.531803668871916,0.05109889906690906,0.020182804731330908,-0.017823063333775035,2.419082678743663,0.04814054255461183,0.019900329566087154,-0.017823063333775035,2.716047950094578,0.056099241637871146,0.020654731679504285,-0.013646616047766957,0.024729122043747664
TOP10 + both,2.569932122944215,0.04801768244563307,0.01868441661043644,-0.013991020360464734,2.4842800355679806,0.04592092395485236,0.01848460048681809,-0.013991020360464734,2.7112605699033,0.05157521686094824,0.019022596881120773,-0.013167363476013438,0.5465210205666293
TOP8(90%) + ROT(10%),2.533270985420424,0.05105557882840763,0.02015401396938765,-0.017574777101489247,2.406855245496531,0.04784837995540456,0.01988004058197256,-0.017574777101489247,2.7397733556720847,0.05647155815725531,0.020611762662901895,-0.013488129741492827,0.07764922233878677
TOP8(85%) + PAIRS(15%),2.4949221219321016,0.046108852107732905,0.018481078708791752,-0.011949176601787737,2.281352337473907,0.042327732561710844,0.018553790164906943,-0.01156433645035615,2.857520681899145,0.052477894887252276,0.018364834669324172,-0.011949176601787626,1.0402494850694277
TOP8(80%) + ROT(10%) + PAIRS(10%),2.5699321229442145,0.04801768244563307,0.018684416610436443,-0.013991020360464734,2.4842800355679806,0.04592092395485236,0.01848460048681809,-0.013991020360464734,2.7112605699033,0.05157521686094825,0.019022596881120776,-0.013167363476013438,0.5465210205666293
