,EQUAL_WT (11),REGIME_OVERLAY,TOP5_EW,TOP7_EW
2020,3.161617323424133,3.074295839721902,3.6497156297968325,3.8474386069583164
2021,2.4064814605156863,2.4064814605156863,1.9579926164978536,2.120212410286451
2022,-0.7190358556314983,-0.8042927610876492,-0.15419515055979963,-0.009439564680125696
2023,2.6140413230909476,2.6140413230909476,2.904465223027411,2.886902795304235
2024,2.0258247275060928,2.0258247275060928,2.096085212954444,2.0320280525797445
2025,2.838919533357056,2.744112980554491,2.2852286777701307,2.723843598190394
2026,4.303610411671189,4.303610411671189,5.015405275449679,5.019280229055607
