sharpe,ann_ret,maxdd
4.647760769207741,0.09764427738560678,-0.004545104114637044
0.9402032293478069,0.01439993720536468,-0.00732525916292992
0.5381759728769236,0.00931347508122363,-0.010303154514255564
0.4445966641318872,0.007885794884487868,-0.01534008683217003
0.5951779211707899,0.01067548194665163,-0.015340086832170918
0.9302786609597986,0.012160081000659932,-0.006606226911962887
4.7657666624318615,0.10302773946870775,-0.004545104114636822
1.123492658123417,0.018926323537376062,-0.007325259162930697
2.9391274898665256,0.05915849663799919,-0.012363637468121302
4.574171340356127,0.09637427168928596,-0.004398692498022161
1.1513532239303075,0.020780436917140207,-0.015340086832169586
2.1734714876494206,0.0281236214483407,-0.00916436656642372
1.0886094288440136,0.017535590196846224,-0.007325259162929476
1.1102537229952878,0.017200187004314048,-0.0073252591629313635
1.0255444983977848,0.017354980905968504,-0.007325259162929587
0.855242623997616,0.012631191239058304,-0.00732525916293103
1.2171280150203274,0.022128939677237485,-0.015340086832169808
4.070578168457699,0.08678334962891987,-0.010385858859201957
0.9886215273795177,0.01302295118275814,-0.006606226911963664
0.7145667251387626,0.012906137498806461,-0.01534008683217114
1.0852676379443722,0.019831876052086455,-0.015340086832170363
0.9946364444016113,0.016556449000398616,-0.013168506252346113
3.2866423469766213,0.06926961417822053,-0.012363637468121635
0.6105468036599212,0.00747867443445735,-0.008147059673905388
0.8128467619273054,0.012261927375385048,-0.007325259162930697
0.5343912684450624,0.009278983243143774,-0.010303154514255453
0.49303203089192743,0.008538636975324091,-0.015340086832169808
0.7831041904204236,0.010238539499351301,-0.006606226911963442
0.9780572572741779,0.01747787812542644,-0.015340086832170585
0.705785778337839,0.012702292250379605,-0.015340086832169919
0.7145667251387626,0.012906137498806461,-0.01534008683217114
3.519173005262955,0.0699369511889108,-0.01236363746812319
4.569450775314173,0.09629321116084039,-0.004477965976516618
0.6995331082260209,0.01247502870785324,-0.01534008683217003
0.7283409890098566,0.009674484913370456,-0.007424789079997551
4.654185508689417,0.12155808070092063,-0.008838048003433019
0.9239273336539315,0.012076808433965538,-0.006606226911962665
1.0971304737736958,0.014331666529398244,-0.006606226911964108
3.444252304378836,0.06899730242021151,-0.01236363746812208
0.4401784723140425,0.00793813622515383,-0.011146567518543149
3.809524841084597,0.08063681762655638,-0.011465063772626793
0.9769102022792171,0.01507474240013138,-0.007325259162930808
1.1441066430140472,0.019265584615301045,-0.0073252591629312525
1.3900360194647647,0.023558531206700387,-0.013168506252346113
5.251367587956263,0.12282729796633407,-0.004545104114636933
2.071002165290563,0.026800709813915413,-0.009164366566424054
0.6320017424669454,0.01137806924365051,-0.015340086832170474
0.7329420513447625,0.009737000848165783,-0.007424789079996441
0.8230323420579095,0.014193035145547142,-0.007414848830969767
0.8134144933973966,0.012476588071874453,-0.007325259162929143
1.1284934949834664,0.017442290488028655,-0.007325259162930253
3.1168915365657406,0.0635248827922336,-0.012363637468121191
1.4246340736892849,0.024224313444799736,-0.01316850625234578
1.2042622501597569,0.020908081785433658,-0.015340086832170141
1.093445436272056,0.019949769681571868,-0.015340086832170252
3.6209818360235015,0.10605403331212168,-0.01360736701021592
0.9026241244201333,0.016158633544335006,-0.015340086832171362
4.066501962005515,0.08655849183873382,-0.011465063772626793
0.6414038833214417,0.00998676293486061,-0.007325259162929476
0.8613317481646094,0.014848813731392818,-0.007414848830970211
0.6540609468492108,0.008018144896212052,-0.008147059673904167
0.6336780712142428,0.009866240160940298,-0.007325259162929698
1.09278415003025,0.018293909453689142,-0.013168506252345336
1.9432110297677103,0.0251538980380733,-0.009164366566422943
0.9966984273559718,0.017818726523454124,-0.015340086832170696
2.4628894246724817,0.04336338819786064,-0.012363637468121969
0.6155941398993273,0.007924451738495862,-0.007424789079996996
0.9946364444016113,0.016556449000398616,-0.013168506252346113
4.689329985293147,0.10415930584072289,-0.004545104114636933
1.1213613923720824,0.019381502320518412,-0.015340086832169586
0.8881140182234518,0.012848340857188396,-0.0073252591629313635
3.2314113421214055,0.0678148670680033,-0.012363637468121969
1.265332898651908,0.021954225106766614,-0.01534008683217114
4.066870417462239,0.08675765305862067,-0.010797795833238477
