,2020,2021,2022,2023,2024,2025,2026
TOP9_EXP baseline,3.2928903703448262,2.1269072249072987,1.2679376039634846,3.6699608372903683,1.8541764583680367,2.8010727545153635,5.013396753458744
+ decay tripwire,2.9284382682688026,1.3642371160709248,0.8875783995198469,3.085591493096298,1.4851025014114259,2.6716705091285933,4.668277963765623
+ vol-target 10%,3.0414851203882582,1.3642371160709246,0.8875783995198464,3.0848434152851376,1.4414833828021334,2.7328275938358515,4.481175386531597
+ DD control (PRODUCTION),2.993619344068279,1.3398152802582455,0.8875783995198464,3.0848434152851376,1.4454131506752759,2.761295960917243,4.300995746025415
