symbol,scale,n_buckets,label,FULL_sharpe,FULL_ret,IS_sharpe,IS_ret,OOS_sharpe,OOS_ret
BTCUSDT,0.35331970761022585,8,BTCUSDT,-1.0847004174126795,-0.04943178669963878,0.45211634084928753,0.02239533448330231,-4.551150995171686,-0.16947415364905943
ETHUSDT,0.23729154358978113,11,ETHUSDT,-0.5652048505151203,-0.02585227026056243,1.12476376060812,0.056567373560866316,-4.569539095556065,-0.16356226139276667
SOLUSDT,0.1500122914456012,8,SOLUSDT,1.3275859332117825,0.0602641012046622,2.1887692485111456,0.11900823412691974,-0.8257933257210966,-0.022809386579809098
