vol_target,ann_ret,ann_vol,sharpe,maxdd,monthly,avg_lev
0.08,0.23202812872098635,0.08614439355177811,2.693479159285312,-0.051128135710517664,0.01933567739341553,5.088776013274802
0.1,0.28015216591255787,0.10648991475664984,2.6307858969815126,-0.06341848932499616,0.02334601382604649,6.35454878371679
0.12,0.3283290812216086,0.1253380975648135,2.619547349135617,-0.07491858561127496,0.027360756768467383,7.617793870899122
0.15,0.3822990454652965,0.14255923778319682,2.681685532344768,-0.07941679711230865,0.03185825378877471,9.409937259968997
0.18,0.4619143727503958,0.16721105169368142,2.7624631749616024,-0.0928482035742706,0.03849286439586632,10.9796858592921
0.22,0.5211753474441122,0.1911604921662368,2.726375840207025,-0.10414903451352908,0.04343127895367602,12.61105859524097
0.27,0.5723698392720147,0.21148644264228347,2.7064138585949156,-0.11204762841284721,0.047697486606001226,13.748552471644818
