,2020,2021,2022,2023,2024,2025,2026
TOP9 baseline (regime-gated),3.2928903703448262,2.1269072249072987,0.9791461770995491,3.0425268508819703,2.048931403046419,2.7688347873444004,4.918515316333854
+ decay tripwire,2.9284382682688026,1.3642371160709248,0.5910556077285907,2.304269021202009,1.7434701197691929,2.6883971169191514,4.553842619961499
+ vol-target 10%,3.0414851203882582,1.3642371160709246,0.5923346490100978,2.304269021202009,1.748414872911719,2.7503247053381585,4.707060993252482
+ DD control (PRODUCTION),2.993619344068279,1.3398152802582455,0.557829970212226,2.304269021202009,1.8039219785072673,2.7529444173147835,4.529944757042758
