sleeve,full_sharpe,full_ret,full_vol,full_dd,is_sharpe,is_ret,is_vol,is_dd,oos_sharpe,oos_ret,oos_vol,oos_dd
risk_parity,1.6612338190772686,0.18226428607815828,0.10971621452987086,-0.2176133579582512,1.6331563239428362,0.17758943547213207,0.10874001029086305,-0.2176133579582512,1.7073287930241108,0.19006995091862036,0.1113259213428706,-0.0965803606533967
equal_weight,1.420374254366683,0.2739446698514813,0.19286794942198374,-0.3554267323717245,1.5517297395540537,0.3236297638863769,0.2085606505030855,-0.3554267323717245,1.1699134485145521,0.19098475855435842,0.1632469126642259,-0.1848231594183274
60_40,1.164667463945385,0.31413693051375646,0.26972242312805556,-0.4645121933793329,1.1529861287011345,0.3436571345016831,0.298058342548163,-0.4645121933793329,1.2365187776159838,0.2648466241979156,0.21418730470760952,-0.23849942291008353
