symbol,scale,label,FULL_sharpe,FULL_ret,IS_sharpe,IS_ret,OOS_sharpe,OOS_ret
BTCUSDT,0.2063228342153376,BTCUSDT,0.9369724668977413,0.041075202953610966,1.6984787446723126,0.0849250408340419,-1.0543505008447744,-0.03221195409389825
ETHUSDT,0.1520893586815266,ETHUSDT,1.2446315329967943,0.05416673461791399,2.179272326222821,0.10827176710707914,-1.2086054283923253,-0.0362561527813565
SOLUSDT,0.10593611086191489,SOLUSDT,0.9523253004628337,0.04015081572278916,1.860768964279274,0.09369941762328325,-1.3651121546774796,-0.035592284660721604
