name,symbol,scale,label,FULL_sharpe,FULL_ret,FULL_dd,IS_sharpe,IS_ret,IS_dd,OOS_sharpe,OOS_ret,OOS_dd,2022_sharpe,2022_ret
A_volvol_SPX,SPX500_USD,0.7850921491408822,A_volvol_SPX,-0.23842340296366912,-0.015918922625246128,-0.18599426992116252,0.16175528469520029,0.008057227386202194,-0.07755212196841033,-0.6362292518447312,-0.056101012764094536,-0.17313130118633147,0.6224153499046523,0.05220767647616238
B_trend_SPX,SPX500_USD,0.5931520431353535,B_trend_SPX,-0.005531331495572691,-0.0002951158275888297,-0.10069147421659874,0.0020593595482719758,0.00010299209144585189,-0.05783755453422257,-0.016415636287033686,-0.0009624539528461294,-0.07404554575982314,0.31827347732563777,0.031424857017571785
D_trend_NAS,NAS100_USD,0.441774201628926,D_trend_NAS,-0.055225537998505575,-0.0028921601900235524,-0.12835794725664595,-0.09753285687721963,-0.004885733680342762,-0.07855030640395722,0.007659001920783772,0.0004295462842260664,-0.07296358985106088,-0.03209011002372679,-0.003210544251657342
D_trend_US30,US30_USD,0.8310559497138638,D_trend_US30,-0.17743343202176995,-0.010608441515061738,-0.1328568668945207,-0.15647218162503296,-0.007818489460855341,-0.07736320644108385,-0.2086520645341532,-0.015324389169318798,-0.07510954394880631,0.17215946069239743,0.01670526859161359
