,TOP7 (no DEFEND),TOP7 + DEFEND@10%,TOP8 (DEFEND eq-wt),TOP8 + regime gate,ALL12_eq,WF_GATE_POS
2020,3.8474386069583164,3.720582925669441,3.6540217259228145,3.292890370344826,3.0365181921267363,
2021,2.120212410286451,2.125570563090663,2.126907224907299,2.126907224907299,2.410609280460391,2.2641763532856682
2022,-0.009439564680125696,0.0759040800887436,0.09351945015076138,0.5201462401236615,-0.5706278782601417,0.010336915682827496
2023,2.886902795304235,2.958361938926618,2.9746685203420715,2.9746685203420715,2.6686883581544634,1.8546824363890124
2024,2.0320280525797445,2.059865414217285,2.0641049449550932,2.0641049449550932,2.052671614656159,1.9302101386256694
2025,2.723843598190394,2.7391951431748596,2.7279997329041796,2.7441048364686593,2.803621118868273,2.645957126862483
2026,5.019280229055607,4.94440665440555,4.9185153163338535,4.9185153163338535,4.245474882262087,4.244142087763687
