label,FULL_sharpe,FULL_ret,FULL_vol,FULL_dd,IS_sharpe,IS_ret,IS_vol,IS_dd,OOS_sharpe,OOS_ret,OOS_vol,OOS_dd
v3 baseline (no overlays),2.4944641328246986,0.050665696681894745,0.02031125483633295,-0.015340086832169919,2.24570091573938,0.045218916562539145,0.020135769748150616,-0.015340086832169919,2.903479723152652,0.0598224068317129,0.02060369368336991,-0.012490695158154708
+ tripwire only,2.094131875442738,0.038718650671506344,0.018489117674750314,-0.0151056818756522,1.717311488479253,0.031221160098699102,0.018180254606196496,-0.0151056818756522,2.701316905972697,0.05128736335682678,0.018986059445090946,-0.013618176972294171
+ tripwire + vol-target 10%,2.1082995595089478,0.17609823263254212,0.08352619144575349,-0.07429582359222486,1.684971427010788,0.13410667948320265,0.07958988344456006,-0.07429582359222486,2.749234076714059,0.24644579079120132,0.08964161796137722,-0.0668299879301002
+ tripwire + vol-target + DD control,2.0830148325808873,0.16548020387457082,0.07944264307976065,-0.08046904554730994,1.647131048258591,0.12601394777651675,0.07650511348793008,-0.08046904554730994,2.7554385736795846,0.23159715365378536,0.08405092237077631,-0.05327015624108944
