,2020,2021,2022,2023,2024,2025,2026
TOP8 (v3),3.6540217259228145,2.126907224907299,0.09351945015076138,2.9746685203420715,2.0641049449550932,2.7279997329041796,4.9185153163338535
TOP8 + regime,3.292890370344826,2.126907224907299,0.5201462401236615,2.9746685203420715,2.0641049449550932,2.7441048364686593,4.9185153163338535
TOP10 (v5),3.955339916491715,2.5198621795516196,0.09612247124462342,3.3081133611388656,2.1346871653711657,2.554153943252064,4.480277154854055
TOP10 + regime,3.5479057350786376,2.5198621795516196,0.5465210205666293,3.3081133611388656,2.1346871653711657,2.5039590745303166,4.480277154854055
TOP10 + regime + tripwire,3.2143567609237547,1.9188639315730778,0.1958800162200856,2.3306782654528866,1.8551623955348215,2.4333621562516736,4.568972269556638
+ vol-target 10%,3.2562965119904597,1.9245205816646287,0.19588001622008544,2.3306782654528866,1.8761187514577915,2.464516656430583,4.6854782777849735
+ DD control (FINAL),3.233315943265889,1.9529592290619149,0.05606867561060877,2.3306782654528866,1.8791044882251535,2.4039674168300853,4.497476141123263
