,2020,2021,2022,2023,2024,2025,2026
EQUAL_WEIGHT,2.993619344068279,1.3398152802582457,0.887578399519847,3.0848434152851376,1.4454131506752759,2.7612959609172445,4.300995746025414
STATIC_TOP9,2.993619344068279,1.3398152802582457,0.887578399519847,3.0848434152851376,1.4454131506752759,2.7612959609172445,4.300995746025414
SHARPE_TILT,2.7185688856450674,1.8628357509532416,-0.11780092153220349,1.7550325406007836,0.9549870317125975,1.37674167777767,3.781064586405269
ML_T0.005,3.0047011622675295,1.133302919699312,0.810146729536967,3.3065154994439845,1.4688151134467633,2.9232644446388507,4.138131002501348
ML_T0.02,2.996470615983066,1.3029035418531731,0.8754577813603863,3.143427380132303,1.447930782030108,2.8259153500066434,4.3145473465527875
