variant,label,FULL_sharpe,FULL_ret,FULL_vol,FULL_dd,IS_sharpe,IS_ret,IS_vol,IS_dd,OOS_sharpe,OOS_ret,OOS_vol,OOS_dd,Sh2022
EQUAL_WEIGHT,EQUAL_WEIGHT,2.252877468741573,0.17202117851041746,0.07635620707170825,-0.06549236969613859,2.083272223028695,0.15078365249952955,0.0723782762678599,-0.06549236969613859,2.515018054247854,0.20769487319509347,0.08258186172631952,-0.06369739208617708,0.887578399519847
STATIC_TOP9,STATIC_TOP9,2.252877468741573,0.17202117851041746,0.07635620707170825,-0.06549236969613859,2.083272223028695,0.15078365249952955,0.0723782762678599,-0.06549236969613859,2.515018054247854,0.20769487319509347,0.08258186172631952,-0.06369739208617708,0.887578399519847
SHARPE_TILT,SHARPE_TILT,1.6545116164989768,0.1790491878175063,0.10821875533058069,-0.09062624094669658,1.5760347153307421,0.1497951492023623,0.09504558988786407,-0.09062624094669658,1.7930091374399098,0.22812235208058154,0.1272287727469692,-0.08366123469706677,-0.11780092153220349
ML_T0.005,ML_T0.005,2.244206034111581,0.18288150799030883,0.08149051611596195,-0.08142222357787077,2.0385441878406767,0.15442079154328628,0.07575052454803845,-0.08142222357787077,2.5553369156813117,0.23063382780797853,0.09025574138292689,-0.05851758006452601,0.810146729536967
ML_T0.02,ML_T0.02,2.262588824662395,0.17477226707126503,0.07724437828306835,-0.068220294879059,2.080148886825203,0.15200628791988754,0.07307471541226308,-0.068220294879059,2.5432876323836706,0.21300236069607323,0.08375079483103487,-0.06260219526140554,0.8754577813603863
