family,variant,symbol,asset_class,full_sharpe,full_ann_return,full_ann_vol,full_max_dd,is_sharpe,is_ann_return,is_ann_vol,is_max_dd,oos_sharpe,oos_ann_return,oos_ann_vol,oos_max_dd,vol_scale_is,survivor
daily_vwap_reversion,u005_l005_h3,BTCUSDT,crypto,-1.909050505978847,-1.0488706147551305,0.5494200449229772,-0.9995606210820388,-1.864099781850567,-1.1565133197282156,0.6204138485441473,-0.9957760787887564,-2.152429280122478,-0.8691380525086426,0.4037940110437388,-0.898636897740085,0.08059136674226271,0
daily_vwap_reversion,u005_l005_h3,ETHUSDT,crypto,-2.2418993028529197,-1.6551290589291858,0.738270919136715,-0.9999963112216964,-2.3260246664744395,-1.8803778223344716,0.8084083756448568,-0.9998711494479988,-2.122027496653167,-1.2790279808319027,0.6027386463413732,-0.9720669262858197,0.06184992821247758,0
daily_vwap_reversion,u005_l005_h3,SOLUSDT,crypto,-0.8997352574606273,-0.9870156045224884,1.0970066987351337,-0.9999552995600282,-1.0687517382812644,-1.3682193108234693,1.2802031209079483,-0.9997830321018162,-0.584848567152133,-0.447666817778929,0.7654405651685222,-0.9099130481432387,0.03905630222533663,0
daily_vwap_reversion,u005_l005_h3,EUR_USD,forex,0.19411671713493503,0.004484245862438573,0.023100771168108464,-0.053132765082007705,0.4153900376591325,0.010743905459225128,0.025864619960003797,-0.03163170370831536,-0.33781696463967453,-0.005929019635019441,0.017550982501259246,-0.026885544660205762,1.9331426511318692,0
daily_vwap_reversion,u005_l005_h3,GBP_USD,forex,0.10266776947355319,0.0041101329263478125,0.04003333224655832,-0.06125879002940049,0.10810447737023235,0.005348450178544099,0.04947482573017691,-0.06125879002940049,0.14614081879507834,0.002050128525497897,0.014028445593784645,-0.00944897230317876,1.01061497968052,0
daily_vwap_reversion,u005_l005_h3,USD_JPY,forex,-0.36898708465899593,-0.014202791639317498,0.03849129747303537,-0.12501989293216875,-0.5707043190556783,-0.023124163196349728,0.04051864060642183,-0.11453871408190941,0.018320441833618976,0.0006383685209791225,0.03484460291823763,-0.04338651713953401,1.2339999380945534,0
daily_vwap_reversion,u005_l005_h3,XAU_USD,forex,-1.0241707085561622,-0.12386692438985224,0.12094363113008301,-0.5665028857471934,-0.5742063870568678,-0.05394618093150956,0.09394911332842225,-0.25040227546007476,-1.542661718808901,-0.23999534415511575,0.15557224323970242,-0.44477304600396483,0.5322030004180316,0
daily_vwap_reversion,u005_l005_h3,SPX500_USD,index,-0.1455008976738414,-0.02439485375200749,0.16766119070063493,-0.32974340022644977,0.047349926271405676,0.00950465806608143,0.20073226749291123,-0.23305211241786428,-0.91060758188603,-0.08071251662516457,0.08863589347454655,-0.17008698278947265,0.24908800475621454,0
daily_vwap_reversion,u005_l005_h3,NAS100_USD,index,-0.8112429956342198,-0.16710090843656283,0.20598132660107027,-0.6913489877505828,-0.5248549578472292,-0.125843047350849,0.2397672832643384,-0.49669544480659555,-1.7870079168927158,-0.23564308461778222,0.13186460025735253,-0.41963575938982467,0.2085355404593547,0
daily_vwap_reversion,u005_l005_h3,US30_USD,index,-0.3784659968829962,-0.05742366473281122,0.15172740802541346,-0.3555068880424347,-0.13353589747105465,-0.024309688897318594,0.182046096650438,-0.34007240322358256,-1.4283846402065368,-0.11243630731895085,0.07871570734805239,-0.22437957276434406,0.2746557103941053,0
daily_vwap_reversion,u005_l005_h3,UK100_GBP,index,0.39606558992096486,0.06139406596395231,0.15500984565764356,-0.15250813825799026,0.5152635506401396,0.09534678837803927,0.18504469850348393,-0.15250813825799026,0.05768023145731053,0.0048249020079197775,0.0836491443605027,-0.08742621066656076,0.27020498508936547,1
daily_vwap_reversion,u005_l005_h3,DE30_EUR,index,-0.283035542254308,-0.05053542301895009,0.17854797534065142,-0.4077454552755122,-0.033901424588693115,-0.0071535389654744565,0.21100998121065162,-0.3309883495921325,-1.2106035640043558,-0.1238902451457362,0.10233758501085202,-0.21040473450980957,0.23695561562125783,0
daily_vwap_reversion,u005_l005_h3,JP225_USD,index,-0.7029884278531745,-0.12721784196863845,0.18096719224403654,-0.5621579316543175,-1.0530305942641505,-0.1752049505769156,0.166381633668818,-0.4801785526325042,-0.23417391352764977,-0.04749628670374962,0.20282484068466303,-0.3054809315618755,0.30051393833242923,0
vwap_trend,slope6_t20,BTCUSDT,crypto,-0.23921330944584496,-0.1190500628124552,0.49767324020658943,-0.8878677662611446,0.014692290063072863,0.008305500056671841,0.5652964936723256,-0.7422625252684565,-0.9290874298466357,-0.3316974655002204,0.3570142645832305,-0.6524454138900728,0.08844915997123189,0
