ts,corr_90d_d1
2023-07-17 00:00:00+00:00,-0.019602845712813028
2023-07-18 00:00:00+00:00,-0.022349269448320823
2023-07-19 00:00:00+00:00,-0.022596812998518092
2023-07-20 00:00:00+00:00,-0.025720118284202804
2023-07-24 00:00:00+00:00,0.03862916867671594
2023-07-25 00:00:00+00:00,0.03273923730786352
2023-07-26 00:00:00+00:00,0.0540816817656762
2023-07-27 00:00:00+00:00,0.052009766316377694
2023-07-31 00:00:00+00:00,0.052998050603685745
2023-08-01 00:00:00+00:00,0.033964015986285886
2023-08-02 00:00:00+00:00,0.03535197252442924
2023-08-03 00:00:00+00:00,0.032919558377780225
2023-08-07 00:00:00+00:00,0.02708587894969759
2023-08-08 00:00:00+00:00,0.02828529326341374
2023-08-09 00:00:00+00:00,0.02830144461297856
2023-08-10 00:00:00+00:00,0.029668158525436198
2023-08-14 00:00:00+00:00,0.000701867496698677
2023-08-15 00:00:00+00:00,-0.03730806391897416
2023-08-16 00:00:00+00:00,-0.12132647278608234
2023-08-17 00:00:00+00:00,-0.10305205974551912
2023-08-21 00:00:00+00:00,-0.0891072862498048
2023-08-22 00:00:00+00:00,-0.06733342252945149
2023-08-23 00:00:00+00:00,-0.07861700252793465
2023-08-24 00:00:00+00:00,-0.0680552448955564
2023-08-28 00:00:00+00:00,-0.060056509777519924
2023-08-29 00:00:00+00:00,-0.058183920389700605
2023-08-30 00:00:00+00:00,-0.06112064959301102
2023-08-31 00:00:00+00:00,-0.06350776393605263
2023-09-04 00:00:00+00:00,-0.07726314930003862
2023-09-05 00:00:00+00:00,-0.06964387420670504
2023-09-06 00:00:00+00:00,-0.07389459576268978
2023-09-07 00:00:00+00:00,-0.06679029833561047
2023-09-11 00:00:00+00:00,-0.05735194803343573
2023-09-12 00:00:00+00:00,-0.053243253974844584
2023-09-13 00:00:00+00:00,-0.04639420979210865
2023-09-14 00:00:00+00:00,-0.04948527012633925
2023-09-18 00:00:00+00:00,-0.04446240215555109
2023-09-19 00:00:00+00:00,-0.056847093245910384
2023-09-20 00:00:00+00:00,-0.051249552745309505
2023-09-21 00:00:00+00:00,-0.04861791899259267
2023-09-25 00:00:00+00:00,-0.06730453677451148
2023-09-26 00:00:00+00:00,-0.06713676832581764
2023-09-27 00:00:00+00:00,-0.06755960133607197
2023-09-28 00:00:00+00:00,-0.061800178303706294
2023-10-02 00:00:00+00:00,-0.051651371425130384
2023-10-03 00:00:00+00:00,-0.0744195909528829
2023-10-04 00:00:00+00:00,-0.1047982299128351
2023-10-05 00:00:00+00:00,-0.10243418610774088
2023-10-09 00:00:00+00:00,-0.102190386020468
2023-10-10 00:00:00+00:00,-0.10116211626630309
2023-10-11 00:00:00+00:00,-0.09750034147788302
2023-10-12 00:00:00+00:00,-0.09586538387690881
2023-10-16 00:00:00+00:00,-0.09682523385287803
2023-10-17 00:00:00+00:00,-0.09811989934977002
2023-10-18 00:00:00+00:00,-0.09261896332700206
2023-10-19 00:00:00+00:00,-0.09955152037210918
2023-10-23 00:00:00+00:00,-0.06736039406135692
2023-10-24 00:00:00+00:00,-0.08927762675358553
2023-10-25 00:00:00+00:00,-0.09757573886146537
2023-10-26 00:00:00+00:00,-0.09362317096016257
2023-10-30 00:00:00+00:00,-0.08943197120219397
2023-10-31 00:00:00+00:00,-0.09093132150704739
2023-11-01 00:00:00+00:00,-0.06675663614280221
2023-11-02 00:00:00+00:00,-0.0767065481966346
2023-11-06 00:00:00+00:00,-0.06592941462216456
2023-11-07 00:00:00+00:00,-0.05351387999385216
2023-11-08 00:00:00+00:00,-0.042641936007594555
2023-11-09 00:00:00+00:00,-0.00820108401668444
2023-11-13 00:00:00+00:00,-0.017205231099550838
2023-11-14 00:00:00+00:00,-0.018084284284406185
2023-11-15 00:00:00+00:00,-0.0026695258779021185
2023-11-16 00:00:00+00:00,-0.0011166933709677183
2023-11-20 00:00:00+00:00,0.018831282252217352
2023-11-21 00:00:00+00:00,0.006433737134154372
2023-11-22 00:00:00+00:00,0.011776377603216715
2023-11-23 00:00:00+00:00,0.024190347553306506
2023-11-27 00:00:00+00:00,0.00971675376763294
2023-11-28 00:00:00+00:00,0.007880235237747979
2023-11-29 00:00:00+00:00,0.012521454597308133
2023-11-30 00:00:00+00:00,0.008458321172167018
2023-12-04 00:00:00+00:00,0.015279340398260803
2023-12-05 00:00:00+00:00,0.0010559176507762647
2023-12-06 00:00:00+00:00,-0.0030192363009607596
2023-12-07 00:00:00+00:00,-0.008176122932880213
2023-12-11 00:00:00+00:00,-0.0356658363526652
2023-12-12 00:00:00+00:00,-0.03271381248914561
