symbol,weekend_vol_bps,weekday_vol_bps,weekend_vs_weekday_vol,weekend_mean_bps,weekday_mean_bps,mon_asia_open_bar_mean_bps,mon_asia_open_bar_std_bps,fri_to_mon_gap_mean_bps,fri_to_mon_gap_std_bps,n_gaps
BTCUSDT,52.65223189120056,70.87110442455602,0.7429294677811902,0.10135098105875917,0.5531611539776431,-0.7784374532298083,86.40123177290926,4.220274609133212,297.47214286764006,333
ETHUSDT,71.22770949716191,90.41338588209021,0.7878004877513525,0.6441117198111265,0.44247960403012787,-6.529236309567706,115.19070489327974,30.202909358923577,474.6436875866177,333
SOLUSDT,115.32166447612296,135.87527510408472,0.8487317827896426,1.6160991341525124,0.2867628994280121,-14.12203620528868,160.2772918810571,76.61499753686871,693.3004347042382,301
