symbol,D1_hurst_abs_RS
BTCUSDT,0.7269903657344498
ETHUSDT,0.7139516849084659
SOLUSDT,0.7093213196037498
EUR_USD,0.7823775819902822
GBP_USD,0.7691105890329751
USD_JPY,0.772233865557512
XAU_USD,0.7388701291480682
SPX500_USD,0.8445164075122834
NAS100_USD,0.8373544090560869
US30_USD,0.7932285422505444
UK100_GBP,0.7615152729840194
DE30_EUR,0.8060896991908815
JP225_USD,0.7601976913790751
