ts,mean,median,min,max,std,count,h1_mean,h1_median
2020,-0.09367164752512575,-0.02704352075500737,-0.3421563420825527,0.08165558782834664,0.12673505458222653,117,0.25529308174332166,0.25304451741850853
2021,-0.020572040420347604,-0.0628453342313115,-0.16703278192802143,0.2029964950406141,0.10269267393993939,207,0.2026090354690727,0.2003794205484343
2022,0.060998094097373015,0.06005004878831215,-0.1599703976877302,0.22211522703284267,0.0854305751143293,206,0.48460136505508256,0.5063095254736092
2023,-0.051634527653159616,-0.05244731269998748,-0.21417721398774503,0.11016579656987859,0.08472075502643524,206,0.35059341866008337,0.32638708335666977
2024,-0.018767334043940213,-0.01673779947708471,-0.117609899195462,0.057001513316646116,0.04344602394921372,205,0.3194198651459952,0.32446288293803005
2025,-0.003196654830022834,0.02789689313909422,-0.1799498662956692,0.2462069784719813,0.11294972321593721,204,0.46927631153955507,0.47447152833461614
2026,-0.0768999391061784,-0.07562720584824295,-0.20760774053148023,0.07948349683663265,0.08081982645773256,80,0.48724731264668064,0.48484828334276947
