variant,IS_sharpe,IS_ret,IS_vol,IS_maxdd,OOS_sharpe,OOS_ret,OOS_vol,OOS_maxdd,OOS_monthly_med,OOS_monthly_p5,OOS_monthly_p95,OOS_avg_lev,lev_change_freq_25pct
V1_static_18,3.2044628615567023,0.5320915021216168,0.16604701789651294,-0.08925171027266099,2.8195922114213254,0.47818734088073284,0.16959450339795196,-0.09215714008914466,0.03274396657332601,-0.029110993975256357,0.13161449774224337,11.0194553443183,0.3448275862068966
V2_linear_ramp,2.9937246305420615,0.4582837218195079,0.1530814548352526,-0.09605791119948459,2.5656938645427276,0.4646811148237099,0.1811132346089653,-0.10193795737231182,0.03279661494460129,-0.0319737604130706,0.13805986791131594,11.834680806114624,0.41379310344827586
V3_sharpe_aware,2.995409324847905,0.529788799976308,0.17686691283943592,-0.09507597389929645,2.613351451830965,0.48121450227545187,0.1841369257618617,-0.09791802661491977,0.029131575735442006,-0.020475774072597864,0.15608070785937272,11.367850532271925,0.3793103448275862
V4_dd_aware,3.1840422453059993,0.5232815494178414,0.16434503976487033,-0.09008033511872071,2.8314314292909764,0.4740589957763348,0.16742732699518165,-0.09566321836558178,0.03290638796009149,-0.02937348367624672,0.13119323324886142,10.813813624992035,0.41379310344827586
V5_combined_regime_dd,2.972118592539257,0.4505259507382295,0.15158410968834138,-0.09641843793914262,2.553081809123845,0.4589656746385509,0.17976927844551,-0.10195361501194977,0.031793892254071254,-0.031559414355713765,0.13774575921901272,11.64383425463421,0.41379310344827586
V6_tom_seasonality,3.14060270805398,0.5211830457956557,0.16595000840415047,-0.09700023503840804,2.9073964664387333,0.493394993689183,0.1697033752997375,-0.0901095371210654,0.03536961484185275,-0.028727752489818577,0.13173080192519002,10.97634448022341,0.3448275862068966
V7_smoothed_target,2.996486404822439,0.45428143785422337,0.15160470513836435,-0.0957540680985195,2.6589549255418796,0.4826001714042052,0.18149994449637166,-0.0965361823457409,0.02659181318027737,-0.025729947087640488,0.13730538097253817,11.747702496958587,0.3448275862068966
