weight,2022_base,2022_blend,2022_delta,OOS_base,OOS_blend,OOS_delta,FULL_base,FULL_blend,FULL_delta
0.025,0.557829970212226,0.57232117902047,0.01449120880824395,2.719276749217625,2.7412756873049204,0.02199893808729536,2.1424485548873182,2.1568440915684746,0.01439553668115634
0.05,0.557829970212226,0.5872366164411744,0.029406646228948397,2.719276749217625,2.7626744057652117,0.04339765654758665,2.1424485548873182,2.1709535015694446,0.02850494668212633
0.075,0.557829970212226,0.6025808248161505,0.04475085460392447,2.719276749217625,2.783330053392922,0.06405330417529687,2.1424485548873182,2.184692001872066,0.04224344698474791
0.1,0.557829970212226,0.618356415273313,0.06052644506108695,2.719276749217625,2.803086440197114,0.08380969097948876,2.1424485548873182,2.1979648496785718,0.05551629479125353
0.15,0.557829970212226,0.6512001165651986,0.09337014635297258,2.719276749217625,2.839210458497756,0.11993370928013114,2.1424485548873182,2.22268140737142,0.08023285248410161
0.2,0.557829970212226,0.6857337365392331,0.12790376632700706,2.719276749217625,2.8695398023747933,0.15026305315716826,2.1424485548873182,2.2441266643160187,0.10167810942870048
0.3,0.557829970212226,0.7594073530388897,0.2015773828266637,2.719276749217625,2.9059924802784227,0.18671573106079764,2.1424485548873182,2.2723959481114666,0.1299473932241484
