sleeve,scale,n_trades,2022_sharpe,IS_sharpe,OOS_sharpe,FULL_sharpe,IS_ret,OOS_ret,FULL_dd,survive
EUR_GBP_USD_TRI,1.094396767565289,4,0.0,0.08559841729671229,0.38881910826093596,0.2062515368062691,0.003612473250349881,0.01825781440714387,-0.07210235782299712,False
EQ_REGION_TRI,1.6247709567847382,14,1.2885480610831006,-0.3410080110539199,0.4275052270768423,0.1585790902303839,-0.014146704326360232,0.06620371680287478,-0.2562241165706328,False
RISK_ON_OFF,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
DXY_PROXY,8.212062435940254,4,0.0,0.011106540696496196,-0.559205451599264,-0.22876292795522196,0.0004687245680131971,-0.028948087820023234,-0.11448488855446048,False
CRYPTO_CAPWT,0.06417144684626572,7,0.7144021389491741,0.4094935224667611,-0.200656643821388,0.2019109917956378,0.01725089031652338,-0.006052188779553892,-0.05921861902391112,False
DE30_HEDGED,1.268968050228814,3,0.0,-0.9325441153511658,0.7163679303448708,-0.16413637180013615,-0.039051261004647814,0.04345621354318083,-0.17373505611267281,False
SAFE_HAVEN_TRI,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
YEN_TRI,1.6252753061399903,5,0.0,0.3259213462237093,0.2086010869873806,0.2663119119685928,0.013754718628382793,0.012839277882283232,-0.06276316962398043,True
