variant,FULL_Sharpe,IS_Sharpe,OOS_Sharpe,Sharpe_2022,FULL_MaxDD,OOS_MaxDD,FULL_Vol
EW_TOP21,4.341845553988968,4.780279190624423,3.6954732137171473,3.982142931894627,-0.008578515809620213,-0.008578515809620546,0.014189548761002885
V1_sleeve_mr,4.3132165252500085,4.8925170196579835,3.476074087920477,4.11130889878903,-0.009227603496303804,-0.009227603496303804,0.014772430120400247
V2_dispersion,4.294187386757201,4.7521248167352725,3.5983421838245153,3.8309995687262464,-0.00857851580961988,-0.00857851580961988,0.014968997695759925
V3_trend_rev,4.360383778886665,4.820247882756408,3.692380349737703,4.0340923755552325,-0.00857851580961888,-0.00857851580961988,0.013848102732987005
V4_mr_rev,4.339340655343793,4.718450199989712,3.748619295941235,3.9821429318946278,-0.008578515809619991,-0.008578515809620546,0.01433271924647667
V5_volcond_mr,4.344805041509879,4.807683836985708,3.6655401250507498,3.9821429318946278,-0.008578515809619103,-0.008578515809620546,0.014157898060551788
V6_corr_exp,4.362343143281499,4.780245698017491,3.7429853701057554,3.9821429318946273,-0.010289307450492502,-0.010289307450493612,0.016856657077731298
V7_combo_avg,4.370692436719679,4.835344270617598,3.680609797953239,4.033868320265879,-0.008971823853621164,-0.00897182385362083,0.014704832225846535
