symbol,variant,IS_sharpe,OOS_sharpe,FULL_sharpe,Y2022_sharpe
SPX500_USD,3RD_FRI_SHORT,0.6151223796916762,-0.25986127510029383,0.33656141692909586,-0.40804791787447603
NAS100_USD,3RD_FRI_SHORT,0.5772809120851522,0.02798774301602554,0.3744231853174905,-0.2288445096652157
US30_USD,3RD_FRI_SHORT,0.5157364844814082,-0.5989719586828604,0.16825169611803836,-0.7552641924909711
UK100_GBP,3RD_FRI_SHORT,0.2076913334615291,0.18247064239298208,0.19837341330335148,-0.6551871781370151
DE30_EUR,3RD_FRI_LONG,-0.020455046628916063,-0.22383102104394753,-0.09338823687669576,0.2039961798341201
JP225_USD,ALL_FRI_LONG,0.21191858085562945,-0.4393043015848459,-0.07498046442665603,-0.24262926561075723
