date,variant,RISKPAR,TREND_NEW,EVE_XAU,D1REV_UK,XSMOM,D1REV_NAS,WED_BTC,DEFEND,PAIRS_EXP,VOLFORECAST,H4_SLEEVE,CRYPTO_vs_SPX,CORR_REGIME,SESSION_MOM,W1_STRATS,EVENT_VOLSPIKE,STATARB_XS,MICROSTR_D1,VOL_BREAKOUT,TERM_SPREADS,EURGBP_MR,avg_corr
2020-01-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,
2020-02-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,
2020-03-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,
2020-04-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,
2020-05-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,
2020-06-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,
2020-07-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.07142857142857142,
2020-08-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.047619047619047616,
2020-09-01 00:00:00+00:00,V1_sleeve_mr,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,
2020-10-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.047619047619047616,
2020-11-01 00:00:00+00:00,V1_sleeve_mr,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.047619047619047616,
2020-12-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.023809523809523808,0.047619047619047616,
2021-01-01 00:00:00+00:00,V1_sleeve_mr,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.047619047619047616,
