strategy,scaler,FULL_sharpe,IS_sharpe,OOS_sharpe,Y2022_sharpe,FULL_ret,OOS_ret,FULL_dd,OOS_dd,FULL_vol,OOS_vol,n_FULL,n_OOS,survives
HMM_BULL_TSMOM,2.6370342910684674,1.6458389983740522,1.3937412377378886,2.0056183847292877,0.8886289755026969,0.09142844602005663,0.12773034569839944,-0.06592206038546045,-0.06373783040331116,0.05555126966269489,0.06368626587736435,2336,875,True
HMM_BEAR_REV,0.3383985007471706,0.6042177915747758,0.6392845652824387,0.5597368834145844,0.4665004875896455,0.02653251920173227,0.01742693572497549,-0.04066057302619397,-0.027869916371804027,0.04391217797903705,0.031134156496290342,1654,618,True
HMM_SLEEVE_MIX,0.3305902330537231,0.9466014145778866,0.7718577201722848,1.4595541055195729,0.3563691235537452,0.041930730426586,0.047526210713024104,-0.03970311548829841,-0.02513006498823589,0.04429607835023569,0.03256214383097891,1654,618,True
HMM_REGIME_FLIP,0.6891704154434615,-0.9844541470754685,-0.7916306630842393,-1.2868534853935647,-1.4293883440727706,-0.05061623208683808,-0.0690788189741122,-0.330485822734926,-0.17521391802741293,0.05141553035984908,0.05368040710010237,1652,618,False
HMM_VOLTGT,0.6888613443992408,0.9688258196004079,0.5597504234898495,1.5547849022498925,-0.9276593408789456,0.0520769218441556,0.0923818414111971,-0.06026380204868942,-0.03753878550922096,0.05375261557917058,0.059417763368755074,1652,618,True
