variant,FULL_sharpe,IS_sharpe,OOS_sharpe,Y2022_sharpe,OOS_dd,OOS_vol,OOS_ret,FULL_dd
ew_top22_raw,4.631591478510241,5.000852083637018,4.0713020261195005,4.4676995590472615,-0.006751285568229903,0.014411984300071097,0.058675540881281886,-0.006751285568230347
ew_top22_simple_regime_gate,4.592957412822509,4.916900729345898,4.055508265482443,4.675417954894753,-0.006751285568229903,0.01499858956106703,0.060826903935486024,-0.006751285568230347
regime_act_rule_A,3.9744382277674015,4.215229693422458,3.604080832415565,3.9371519911160955,-0.0055109535727911885,0.009958548214854394,0.03589141273984296,-0.0055109535727912995
regime_act_rule_B,4.670688674522835,5.016720663339733,4.145380036248526,4.702974418485909,-0.006131033066045455,0.011406306875871599,0.04728347681056242,-0.006131033066045122
regime_act_rule_C,4.706420828589798,5.0668800645797685,4.159856153326787,4.670787248542201,-0.009496504713199072,0.018419205959784593,0.07662124725120337,-0.009496504713199072
