month_end,sleeve,sample_sharpe,posterior_sharpe,tau0,mu0,var0,weight
2020-09-30 00:00:00+00:00,RISKPAR,2.5637255446569562,2.4534968180585635,25.067277138690244,1.3453733091066742,1.8105893321061906,0.08071240244207055
2020-09-30 00:00:00+00:00,TREND_NEW,0.5760673841284142,0.6456692693637225,25.067277138690244,1.3453733091066742,1.8105893321061906,0.021240507641904962
2020-09-30 00:00:00+00:00,EVE_XAU,1.9586507664857753,1.9031653401813982,25.067277138690244,1.3453733091066742,1.8105893321061906,0.0626082111539362
2020-09-30 00:00:00+00:00,D1REV_UK,1.9317983722834378,1.8787423790548776,25.067277138690244,1.3453733091066742,1.8105893321061906,0.061804771812681784
2020-09-30 00:00:00+00:00,XSMOM,-0.01929787113521356,0.10416885879256234,25.067277138690244,1.3453733091066742,1.8105893321061906,0.0034268309585375723
2020-09-30 00:00:00+00:00,D1REV_NAS,1.6489275569561839,1.6214639079246118,25.067277138690244,1.3453733091066742,1.8105893321061906,0.05334111155899606
2020-09-30 00:00:00+00:00,WED_BTC,0.878706169806298,0.9209272311787192,25.067277138690244,1.3453733091066742,1.8105893321061906,0.03029563713132328
2020-09-30 00:00:00+00:00,DEFEND,0.31053242778973134,0.40415821945416264,25.067277138690244,1.3453733091066742,1.8105893321061906,0.013295546429388688
2020-09-30 00:00:00+00:00,PAIRS_EXP,0.0,0.12172078183556945,25.067277138690244,1.3453733091066742,1.8105893321061906,0.00400423455077065
2020-09-30 00:00:00+00:00,VOLFORECAST,1.1008444376894102,1.1229678477561986,25.067277138690244,1.3453733091066742,1.8105893321061906,0.03694214404130548
2020-09-30 00:00:00+00:00,H4_SLEEVE,5.031636638855457,4.698127083171806,25.067277138690244,1.3453733091066742,1.8105893321061906,0.15455374593108712
2020-09-30 00:00:00+00:00,CRYPTO_vs_SPX,0.0,0.12172078183556945,25.067277138690244,1.3453733091066742,1.8105893321061906,0.00400423455077065
2020-09-30 00:00:00+00:00,CORR_REGIME,-0.09525033981889151,0.03508808423864049,25.067277138690244,1.3453733091066742,1.8105893321061906,0.0011542886687871893
2020-09-30 00:00:00+00:00,SESSION_MOM,2.0172895112707563,1.95649882596297,25.067277138690244,1.3453733091066742,1.8105893321061906,0.06436271669735359
2020-09-30 00:00:00+00:00,W1_STRATS,1.5843682167925766,1.5627454844094255,25.067277138690244,1.3453733091066742,1.8105893321061906,0.05140945833872743
2020-09-30 00:00:00+00:00,EVENT_VOLSPIKE,1.4372913374729464,1.4289751815021134,25.067277138690244,1.3453733091066742,1.8105893321061906,0.04700883208008154
2020-09-30 00:00:00+00:00,STATARB_XS,2.138029748411066,2.0663152578187156,25.067277138690244,1.3453733091066742,1.8105893321061906,0.0679753352169516
