name,FULL_sharpe,FULL_ret,FULL_dd,IS_sharpe,IS_ret,IS_dd,OOS_sharpe,OOS_ret,OOS_dd,2020_sharpe,2020_ret,2020_dd,2021_sharpe,2021_ret,2021_dd,2022_sharpe,2022_ret,2022_dd,2023_sharpe,2023_ret,2023_dd,2024_sharpe,2024_ret,2024_dd,2025_sharpe,2025_ret,2025_dd,raw_is_vol,scale,family,asset_class
1_regime_mom__SPX500_USD,-0.09896698564826792,-0.004893995308220702,-0.10451536335904221,-0.22472444911658968,-0.011236222455829484,-0.10451536335904221,0.11708093776912012,0.005693249362304811,-0.06305288624526018,-1.1520788532923476,-0.040744844697092227,-0.065614621089505,-0.49290683485488923,-0.02058294836761559,-0.03356149214444981,-0.3766574653847479,-0.027883743098090268,-0.08317594234031545,1.1106575143418946,0.04432339714088284,-0.02906614833846588,0.9180863282358798,0.03566919938089635,-0.04389230693699364,-0.8459530373102385,-0.04948777525247612,-0.05804478762519727,0.16256540206525982,0.3075685192838765,1_regime_mom,index
7_vov_tsmom__SPX500_USD,-0.02385064744899938,-0.0013151022113932478,-0.1309007919255536,-0.12740733950609714,-0.006370366975304857,-0.1309007919255536,0.11342577038893525,0.007135658370923515,-0.08311869033421326,1.110045914666723,0.030347226973264654,-0.024060366892508345,0.5012909631874854,0.024088892914396375,-0.052622363168852715,-1.0122747930066018,-0.07567363769244721,-0.09799271436893742,-0.12594966761302728,-0.0047386734344754405,-0.05519667288658403,0.5317183495773464,0.02293726931496881,-0.03956484321635967,0.06015476143420337,0.005001751960495787,-0.07127803990071224,0.09968628628731142,0.501573504863971,7_vov_tsmom,index
1_regime_mom__NAS100_USD,0.024501063299824075,0.0011946934694483464,-0.11496970388039707,-0.17014797833320758,-0.008507398916660379,-0.11496970388039707,0.3731325578633967,0.017430518811768412,-0.0655813849898923,0.3471246587294298,0.01334098734023445,-0.056584927302589016,0.12218456559455018,0.005208218957383228,-0.031887845903758705,-0.7052696385281545,-0.05070344320519082,-0.09117009939041554,-0.057292748447093256,-0.0022989546110026814,-0.05071304869057347,0.17101272759496894,0.007019236739755439,-0.051709990608485246,-0.01996593745863483,-0.0010664755541049719,-0.031987188941617894,0.22363010830294233,0.22358348962683997,1_regime_mom,index
7_vov_tsmom__NAS100_USD,0.1887540092921571,0.00986002085807693,-0.06815627260412793,0.5004211505035306,0.02502105752517653,-0.06378012719977166,-0.27672772082832253,-0.015457137835544237,-0.06815627260412738,0.5262975891970954,0.022858518710385013,-0.02403672258279177,-0.011102592459464182,-0.000484378033432128,-0.0445392026431235,-0.1054316867508046,-0.007347564867777879,-0.06165070374375625,2.2895736787993286,0.08600697608594127,-0.013661325856069939,-0.6010202694463171,-0.027188056399307634,-0.052848895401890306,0.37458550692915293,0.025994575964047972,-0.06053076618276698,0.1416847321465065,0.35289617478542723,7_vov_tsmom,index
1_regime_mom__US30_USD,-0.28522674634191897,-0.014408331332069695,-0.15204154507475087,-0.44462168710498434,-0.022231084355249217,-0.15204154507475087,-0.026968402959413298,-0.0013880553952825014,-0.06388502274946961,-1.3670984302929923,-0.05591299531927629,-0.07138181465927995,-0.31482999649989274,-0.01435634613057208,-0.06285767006335652,-0.43736055962470594,-0.029998177732416816,-0.09251741544467162,0.27467168256856284,0.011037843069881833,-0.05234058278256015,0.07840223660896677,0.003170620038226353,-0.043645578940777585,-0.45242199793400584,-0.027536454838050593,-0.06388502274946861,0.14199045265107343,0.3521363518916989,1_regime_mom,index
7_vov_tsmom__US30_USD,-0.36862441416626507,-0.020189282302530705,-0.19462935099342327,-0.17878828400839383,-0.008939414200419693,-0.1269171750889524,-0.6304135826293227,-0.03910157043799744,-0.11365289729621875,1.129668538265475,0.021432343934861233,-0.012369006473233912,0.041861598808691065,0.0020624238847887374,-0.06036569660901259,-0.7274765949477723,-0.05399743934778989,-0.07057425858991873,-0.13665434112444455,-0.005770997500437677,-0.060012722570900734,-1.4436576061454183,-0.06441134679242164,-0.08387576642686456,0.46878545943043065,0.037247564507203984,-0.07642885114056663,0.09144898081991969,0.5467529495868242,7_vov_tsmom,index
1_regime_mom__DE30_EUR,-0.02769447032722842,-0.001369949506948684,-0.09906393115156098,-0.11432230148091531,-0.005716115074045767,-0.09906393115156098,0.12110008734409372,0.0058943284626051355,-0.05843628076923013,-0.8125697894300763,-0.035663565894713596,-0.05092760465972812,-0.5311998007029747,-0.02221828241314085,-0.05319949013602576,0.1293129602601661,0.009103070485233141,-0.0916801065693672,0.6802136455440543,0.02584450964115759,-0.036613335706493055,-0.06702036909468535,-0.0024282406677003454,-0.05817370379107367,0.7463615565849049,0.04130879489993001,-0.04462453086411766,0.1659172434820099,0.3013550547892354,1_regime_mom,index
7_vov_tsmom__DE30_EUR,-0.364495400083813,-0.018820160335517734,-0.13109050392033705,-0.14332525521242384,-0.007166262760621192,-0.09533150083818354,-0.706613836330683,-0.038402049336675084,-0.1310905039203375,-1.0725384816797643,-0.03706720335115185,-0.05521313498469971,-0.6806154850095824,-0.03305080235344976,-0.07439885579155658,-0.10856145275630767,-0.00767497452637595,-0.08120097734452902,1.2559619764762944,0.048983669322733174,-0.03673865998357262,-0.37949386759935977,-0.01400228989116596,-0.03332073988632955,-1.183903186507225,-0.07383515682161315,-0.11980231844534439,0.10947479897660589,0.4567261184072574,7_vov_tsmom,index
1_regime_mom__UK100_GBP,-0.2897369596752514,-0.014008824237814084,-0.2049458495911739,-0.516061813465441,-0.025803090673272053,-0.184991336335242,0.1242025078669235,0.005657111828217783,-0.04692751407765794,0.9211572871006546,0.04622113215433285,-0.025245662766334775,0.3623242786542194,0.01683608322652706,-0.03759286704846887,-1.622203863162842,-0.0976000148107389,-0.11185970588955252,-1.693082732380074,-0.07044837757790219,-0.10223654175566843,-0.5312471657716918,-0.01950329719264408,-0.032224271082623934,0.6866039248035339,0.03289653672407709,-0.04692751407765794,0.13321226269570574,0.3753408206436224,1_regime_mom,index
7_vov_tsmom__UK100_GBP,-0.8482969435099799,-0.0452295944056428,-0.31574947255547414,-0.9343939014424487,-0.046719695072122445,-0.2404000536960943,-0.7333366132669423,-0.04294457316263852,-0.14028288782886722,0.952134377473233,0.03537009226262529,-0.01945275408731606,-0.3656355302577986,-0.018512791506004413,-0.08060286569272346,-0.8936960610845747,-0.05418356031419812,-0.08175595508926359,-3.103160375882773,-0.15210030515805303,-0.14552924809211332,0.5302708374327784,0.020316408154402013,-0.03109317220196617,-1.2831237538043654,-0.08549964514157392,-0.10918985046106411,0.07938893594416227,0.6298106833824704,7_vov_tsmom,index
