scheme,FULL_sharpe,FULL_ret,FULL_vol,FULL_dd,IS_sharpe,IS_ret,IS_vol,IS_dd,OOS_sharpe,OOS_ret,OOS_vol,OOS_dd,Y2022_sharpe,Y2022_ret,Y2022_dd
EQ_BUCKET,3.8319234125878503,0.40777526872544445,0.10641529718102001,-0.0631520872125112,4.113619746977069,0.43882459996763523,0.1066760242703788,-0.0631520872125112,3.3625208697115747,0.3563745269120886,0.1059843316132807,-0.04360136902755174,4.121607998355729,0.4383745043769325,-0.045259181019390526
RP_BUCKET,4.009777745814935,0.4439175044634623,0.11070875559793449,-0.06416585149704779,4.194380136942741,0.46894412329728014,0.11180296205557819,-0.06416585149704779,3.6976189889896256,0.4026189392541824,0.10888599946426553,-0.04704221665535668,3.920074274948619,0.5037460291999751,-0.03180288305293688
SH12_BUCKET,4.054669264714192,0.43475803591674766,0.10722404406698091,-0.06167485602858924,4.617162342632019,0.49198064222085575,0.10655476366473213,-0.06167485602858924,3.1389598157467136,0.33966621993496127,0.10820980193215998,-0.05661914280858482,5.806598156074159,0.6385916279228612,-0.02568080852572885
SH22_BUCKET,4.306607368718171,0.45915242560290365,0.10661580828984808,-0.05587795700484843,4.70972455033376,0.4994467065073735,0.10604584220790143,-0.05587795700484843,3.648903926979643,0.39236695913273983,0.10753008766046605,-0.052522226389340676,5.715330534377036,0.6316608086863487,-0.02503563569508016
CAPPED_EW,3.820260887602779,0.4113037826794476,0.10766379437964027,-0.05561343726107648,4.226894352210053,0.4525353011173115,0.10706094437413634,-0.05561343726107648,3.1565836693888194,0.3428979324087361,0.10862944509724601,-0.052220189712608445,4.725310985956002,0.5137435283146122,-0.0420706605505462
SH_SHRINK,4.030622591140077,0.4315262215956918,0.10706192699466635,-0.07155244776096681,4.449506783346554,0.47438198110809515,0.10661450902459439,-0.07155244776096681,3.344668989621548,0.3604302460047155,0.10776260584324625,-0.052127928050665906,5.3588557416352,0.5708001280115672,-0.030443875785452046
SLEEVE_EW,4.075965647999736,0.4393275618832739,0.107784902971121,-0.06605818722116163,4.336779366727216,0.4682207343897433,0.10796508071912585,-0.06605818722116163,3.642528318992201,0.39156474232084587,0.10749806399011945,-0.049659073226620776,4.445925617789277,0.47244255047776446,-0.04243837863946687
