sleeve,scale_factor,FULL_sharpe,FULL_ret,FULL_vol,FULL_dd,IS_sharpe,IS_ret,IS_dd,OOS_sharpe,OOS_ret,OOS_dd,Y2022_sharpe,Y2022_ret,Y2024_25_sharpe,Y2024_25_ret,survivor
S1_3D_DOWN_BUY,0.6581,0.4197,0.0186,0.0443,-0.1600,0.2230,0.0112,-0.1600,0.9498,0.0310,-0.0391,-1.2882,-0.0885,0.9498,0.0310,False
S2_DD5PCT_BOUNCE,0.1836,0.4179,0.0192,0.0459,-0.1162,0.5531,0.0277,-0.1162,0.1326,0.0051,-0.0592,-1.2006,-0.0708,0.1326,0.0051,True
S3_CAPITULATION,0.3529,0.2296,0.0092,0.0399,-0.0896,0.2230,0.0111,-0.0896,0.6439,0.0059,-0.0046,0.0906,0.0055,0.6439,0.0059,False
S4_LOW_TOUCH_20D,0.5743,0.0612,0.0028,0.0465,-0.1092,-0.0070,-0.0004,-0.1092,0.2053,0.0082,-0.0580,-1.1787,-0.0724,0.2053,0.0082,False
S5_RISK_OFF_RECOV,0.5736,0.4539,0.0180,0.0396,-0.0647,0.5737,0.0287,-0.0647,0.0000,0.0000,0.0000,0.2775,0.0209,0.0000,0.0000,True
S6_WEEKLY_LOSERS,0.5850,0.4051,0.0187,0.0463,-0.1600,0.2200,0.0110,-0.1600,0.8069,0.0317,-0.0497,-1.1183,-0.0647,0.8069,0.0317,False
S7_STREAK_BREAK,1.1317,-0.5472,-0.0257,0.0469,-0.2924,-0.8946,-0.0447,-0.2816,0.1484,0.0061,-0.0760,-0.9054,-0.0596,0.1484,0.0061,False
S8_VOL_CLIMAX,0.7197,0.2984,0.0120,0.0404,-0.0969,0.2839,0.0142,-0.0969,0.6326,0.0085,-0.0070,0.3302,0.0110,0.6326,0.0085,False
COMBINED,1.0000,0.5503,0.0160,0.0290,-0.0745,0.7152,0.0240,-0.0745,0.1326,0.0025,-0.0299,-0.6315,-0.0280,0.1326,0.0025,True
