name,symbol,tf,period,first,last,n_bars,exposure,n_trades,ann_return,ann_vol,sharpe,max_dd,hit_rate,profit_factor
london_08_11,XAU_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14147,0.08722697391673147,1234,-0.10949531807627272,0.05403067935982329,-2.026539724719664,-0.24358508634352705,0.4821717990275527,0.7688900762659815
monday_ny_long,SPX500_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37709,0.06778222705454931,329,0.06045298820303833,0.0697183124880272,0.8671034344587726,-0.11340518207638062,0.5543818466353677,1.1631214852321259
monday_ny_long,SPX500_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23602,0.06736717227353614,205,0.04336945934217216,0.07831574605312588,0.5537770056196907,-0.11340518207638062,0.5383647798742138,1.103227723812995
monday_ny_long,SPX500_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14107,0.0684766428014461,124,0.08923321262209359,0.052434974540199165,1.7017880413708055,-0.04342246157158203,0.5807453416149069,1.308674969447729
monday_ny_long,NAS100_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37708,0.0677840246101623,329,0.0931142715694529,0.08434991525359989,1.1039047435851332,-0.1106022423803662,0.5657276995305164,1.1933835252121752
monday_ny_long,NAS100_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23601,0.06737002669378417,205,0.08220971482551419,0.0931275536540067,0.8827646770465468,-0.1106022423803662,0.5578616352201258,1.1515817608016288
monday_ny_long,NAS100_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14107,0.0684766428014461,124,0.11167775527633723,0.06734261240660663,1.6583519897036414,-0.06186307527153778,0.5786749482401656,1.2927637270690824
monday_ny_long,US30_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37711,0.06775211476757445,329,0.046774235313533356,0.06961151975397496,0.6719323968050913,-0.12558802232799204,0.5318982387475538,1.1265050295478174
monday_ny_long,US30_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23605,0.06731624655793264,205,0.0407630558494748,0.07863006270112698,0.5184156599800163,-0.12558802232799204,0.5217117684078036,1.1010357687884658
monday_ny_long,US30_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14106,0.06848149723521905,124,0.056991318365414406,0.05125738792891719,1.1118654435619881,-0.03942832575933741,0.5486542443064182,1.1811078309741412
ny_session_long,SPX500_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37709,0.3466546447797608,1652,0.04127094149149376,0.15820502191111704,0.2608699837270694,-0.3014346495685709,0.5248623011015912,1.0186250020651828
ny_session_long,SPX500_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23602,0.34700449114481824,1034,0.01692641060624637,0.174106916465253,0.09721848476722876,-0.3014346495685709,0.5218559218559219,1.006852260772229
ny_session_long,SPX500_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14107,0.34606932728432693,618,0.08212490494884984,0.1275951952673142,0.6436363436475544,-0.14129293845198976,0.5299057763211799,1.0456633199506145
ny_session_long,NAS100_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37708,0.3466373183409356,1652,0.05841049717660355,0.19775418877167875,0.29536920324880006,-0.4292951995325557,0.5294927702547625,1.0200945503505867
ny_session_long,NAS100_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23601,0.3469768230159739,1034,0.04387174283632789,0.21506362206231425,0.20399425256409073,-0.4292951995325557,0.5298571254121383,1.0136756885678722
ny_session_long,NAS100_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14107,0.34606932728432693,618,0.08292822196309398,0.16521555893313256,0.5019395418845352,-0.17792662835228135,0.5288816058992216,1.0343621076461131
ny_session_long,US30_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37711,0.3465832250536979,1652,0.018937789236935607,0.15228096748209713,0.12436084134520634,-0.28353015794261127,0.5149196633511859,1.0088449965269581
ny_session_long,US30_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23605,0.3468756619360305,1034,-0.029105970085320072,0.16825131733101692,-0.17299103832903198,-0.28353015794261127,0.5107474352711285,0.9877188861548065
ny_session_long,US30_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14106,0.3460938607684673,618,0.09934173356617142,0.12128451351280051,0.8190801173942688,-0.12474918613983077,0.5219172470299058,1.0562562144325354
d1_reversion,SPX500_USD,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1652,0.9975786924939467,421,0.07259052873779549,0.20198274585334255,0.35938975099636816,-0.32011662727353163,0.4975728155339806,1.0706306782392985
d1_reversion,SPX500_USD,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1034,0.9970986460348162,261,0.08696506605736144,0.22447093858217423,0.38742238352393804,-0.23092709842889492,0.49078564500484967,1.0752782127028226
d1_reversion,SPX500_USD,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,618,0.9951456310679612,161,0.05414367590151098,0.15779564023867368,0.3431252968688869,-0.17916029090871277,0.510569105691057,1.0665230140284678
d1_reversion,NAS100_USD,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1652,0.9969733656174334,427,0.1763548367460569,0.2486047273411952,0.7093784524218655,-0.268912612155483,0.5100182149362478,1.134075378887656
d1_reversion,NAS100_USD,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1034,0.9961315280464217,265,0.1853656575798992,0.2700912329876618,0.6863075692218673,-0.1879288821550148,0.5077669902912622,1.126965395923393
d1_reversion,NAS100_USD,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,618,0.9951456310679612,162,0.17328489859181026,0.20802289019239298,0.8330088022118394,-0.22218271072108087,0.5154471544715448,1.1622149670534956
d1_reversion,US30_USD,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1652,0.9981840193704601,420,0.0005569953288694149,0.19463063749441428,0.002861807041480816,-0.520401079479311,0.4954517889630079,1.000564118973827
d1_reversion,US30_USD,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1034,0.9970986460348162,256,-0.005188392194384117,0.21878095557247068,-0.02371500837816514,-0.3980349739927709,0.483996120271581,0.9953043215302271
d1_reversion,US30_USD,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,618,0.9967637540453075,163,0.006859366823249811,0.1460563677171615,0.04696383273431112,-0.2615553176919032,0.512987012987013,1.0086254328344588
d1_reversion,DE30_EUR,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1628,0.9975429975429976,418,0.0112205041586812,0.21118273923199915,0.05313172941825839,-0.31455559903029573,0.5043103448275862,1.010255959763456
d1_reversion,DE30_EUR,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1023,0.9970674486803519,265,0.0010393560631155976,0.23622528120090772,0.004399851099051644,-0.31126679361894316,0.5117647058823529,1.0008583244530085
d1_reversion,DE30_EUR,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,605,0.9950413223140496,152,0.03305187441279844,0.16118031957229714,0.2050614771114974,-0.19596538258743013,0.49169435215946844,1.0368087073230918
d1_reversion,UK100_GBP,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1613,0.9962802231866088,429,0.09867021467360831,0.17710760533992034,0.5571201444694136,-0.27664530721467306,0.5189794648413192,1.1177732427307843
d1_reversion,UK100_GBP,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1008,0.9950396825396826,264,0.12043620991545494,0.20364900133441888,0.5913911147429718,-0.24898934025393182,0.514456630109671,1.1269149839279053
d1_reversion,UK100_GBP,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,605,0.9950413223140496,164,0.062287971807990394,0.12078496572184787,0.5156930867657116,-0.1102550678583496,0.526578073089701,1.0951569317537992
d1_reversion,BTCUSDT,D1,FULL,2020-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,2335,0.9991434689507495,625,0.2047367851277439,0.6116274217316272,0.33474101692186603,-0.8803730214904277,0.5229318474067723,1.0538676470834936
d1_reversion,BTCUSDT,D1,IS,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,1461,0.998631074606434,403,0.3996516092095938,0.6767404519061897,0.5905537463940368,-0.8207942343382815,0.5380397532556546,1.0979759041152786
d1_reversion,BTCUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,874,0.9977116704805492,223,-0.09518517563665856,0.4824774264822022,-0.19728420525425303,-0.5756023967851078,0.4988532110091743,0.9712740853228409
d1_reversion,ETHUSDT,D1,FULL,2020-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,2335,0.9991434689507495,615,0.13548356434639988,0.8206715400930101,0.16508865938137074,-0.8525053184767857,0.5182168881268753,1.02571180079653
d1_reversion,ETHUSDT,D1,IS,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,1461,0.998631074606434,388,0.15192560804086183,0.8870009500384048,0.17128009618736467,-0.824432026790506,0.5243317340644277,1.0267932583404453
d1_reversion,ETHUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,874,0.9977116704805492,227,0.096071590580456,0.6960047718592332,0.1380329481417499,-0.7498972108016697,0.5080275229357798,1.0208681074981543
d1_reversion_50bps,SPX500_USD,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1652,0.5472154963680388,509,0.05844558572289908,0.17758890463701482,0.3291060657328773,-0.23556176088809466,0.4856194690265487,1.0893313760409113
d1_reversion_50bps,SPX500_USD,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1034,0.5967117988394585,325,0.06475610008158973,0.20344260714157722,0.31830156421720196,-0.23556176088809466,0.47649918962722854,1.080156025261576
d1_reversion_50bps,SPX500_USD,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,618,0.46440129449838186,184,0.04815733571738339,0.1232981295264968,0.39057636885752084,-0.11504684108089702,0.5052264808362369,1.120310625767291
d1_reversion_50bps,NAS100_USD,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1652,0.6501210653753027,545,0.15875135439398197,0.221000356247778,0.718330762399294,-0.19504034105126078,0.5046554934823091,1.1726771567514027
d1_reversion_50bps,NAS100_USD,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1034,0.6943907156673114,339,0.18220319188150746,0.24764706807046338,0.735737326919069,-0.19504034105126078,0.5027855153203342,1.166685043039963
d1_reversion_50bps,NAS100_USD,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,618,0.5744336569579288,206,0.12491785518681608,0.16765572239139,0.7450855443824163,-0.1428591900615147,0.5098591549295775,1.1988334987456588
d1_reversion_50bps,US30_USD,D1,FULL,2020-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,1652,0.5211864406779662,497,0.011316702727073288,0.17126253612459827,0.06607809847473047,-0.359697465405885,0.49477351916376305,1.0185298872234851
d1_reversion_50bps,US30_USD,D1,IS,2020-01-01 22:00:00+00:00,2023-12-28 22:00:00+00:00,1034,0.5464216634429401,312,0.03144524383683618,0.19665941676027873,0.15989696478743698,-0.22542913298068168,0.4902654867256637,1.0440156247186547
d1_reversion_50bps,US30_USD,D1,OOS,2024-01-01 22:00:00+00:00,2026-05-21 21:00:00+00:00,618,0.47896440129449835,185,-0.022303754722306685,0.11758900107589532,-0.18967551827327117,-0.1944717028352313,0.5033783783783784,0.9493191104701493
d1_reversion_50bps,BTCUSDT,D1,FULL,2020-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,2335,0.7815845824411135,761,0.15713662237996748,0.56955400428004,0.2758941578834131,-0.8156840395378101,0.5298630136986301,1.049903046296694
d1_reversion_50bps,BTCUSDT,D1,IS,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,1461,0.7898699520876112,472,0.2767552632555572,0.6355979814886192,0.4354250191408336,-0.736534987577766,0.5415944540727903,1.0798084979433114
d1_reversion_50bps,BTCUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,874,0.7665903890160183,289,-0.03546590590717878,0.43740844011323254,-0.08108189658616938,-0.4531019819387504,0.5104477611940299,0.9864200461125211
d1_reversion_50bps,ETHUSDT,D1,FULL,2020-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,2335,0.8436830835117773,750,0.20256822867268418,0.7738512489960023,0.26176636522264063,-0.7607943189274233,0.5238578680203045,1.0444579506715637
d1_reversion_50bps,ETHUSDT,D1,IS,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,1461,0.8514715947980835,470,0.4063103591589965,0.8447230074268828,0.4809983338759312,-0.7311150355367322,0.5369774919614148,1.0831646014406398
d1_reversion_50bps,ETHUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,874,0.8295194508009154,279,-0.13693146535296777,0.6381076205369738,-0.21458992330751137,-0.7006974365217801,0.5020689655172413,0.965852802738016
crypto_wed_long,BTCUSDT,D1,FULL,2020-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,2335,0.1430406852248394,334,0.20718831309202612,0.25169311356412055,0.8231783148856135,-0.3248473022002052,0.5179640718562875,1.370143069951676
crypto_wed_long,BTCUSDT,D1,IS,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,1461,0.1430527036276523,209,0.20077349731161737,0.2755111349746027,0.7287309724528017,-0.3248473022002052,0.5167464114832536,1.3224500024380836
crypto_wed_long,BTCUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,874,0.14302059496567507,125,0.21815374190358264,0.2059642897138911,1.059182357323321,-0.21156583302157428,0.52,1.4792451165270686
crypto_wed_long,ETHUSDT,D1,FULL,2020-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,2335,0.1430406852248394,334,0.281803248409926,0.33877476266838247,0.8318307012903899,-0.3421502645484217,0.5299401197604791,1.3701482509896494
crypto_wed_long,ETHUSDT,D1,IS,2020-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,1461,0.1430527036276523,209,0.2581595146551186,0.3652991005570833,0.7067072277523372,-0.3421502645484217,0.5358851674641149,1.3064624835179288
crypto_wed_long,ETHUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,874,0.14302059496567507,125,0.32166768658911127,0.28924179190601734,1.1121065336700375,-0.25299047233334193,0.52,1.513326966533209
crypto_wed_long,SOLUSDT,D1,FULL,2020-08-11 00:00:00+00:00,2026-05-24 00:00:00+00:00,2113,0.1429247515380975,302,0.24304383845714098,0.5389236966525022,0.45098005518554063,-0.7552122889510523,0.5231788079470199,1.2023739062869934
crypto_wed_long,SOLUSDT,D1,IS,2020-08-11 00:00:00+00:00,2023-12-31 00:00:00+00:00,1238,0.1429725363489499,177,0.2150024028139966,0.6496005219791195,0.3309763393646219,-0.7552122889510523,0.519774011299435,1.1435250151420189
crypto_wed_long,SOLUSDT,D1,OOS,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,875,0.14285714285714285,125,0.28300985645373905,0.3234006269853368,0.875106084647668,-0.22805145836245921,0.528,1.3619443835997054
jp_asia_open_cont,JP225_USD,H1,FULL,2020-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,37766,0.04308107821850342,1627,-0.06915826221207802,0.0763029401795383,-0.9063643163599058,-0.42181416992019705,0.4929317762753534,0.8657294172340342
jp_asia_open_cont,JP225_USD,H1,IS,2020-01-01 23:00:00+00:00,2023-12-29 21:00:00+00:00,23656,0.04299120730470071,1017,-0.09604405601417633,0.07235241662527672,-1.3274477964102003,-0.3390723682847556,0.4837758112094395,0.8099079930199942
jp_asia_open_cont,JP225_USD,H1,OOS,2024-01-01 23:00:00+00:00,2026-05-22 20:00:00+00:00,14110,0.04323175053153792,610,-0.024445420456678895,0.0826086792001598,-0.2959183065673759,-0.15449108939351774,0.5081967213114754,0.9541621296151139
