year,EVE_XAU,WED_BTC,WED_ETH,WED_SOL,D1REV_NAS,D1REV_UK,D1REV_SPX,PORTFOLIO
2020,1.6328945955908543,1.6937507103777738,0.9189609369362484,-0.22176641055865481,0.9923390210598539,1.4616696043820743,0.7987205303033157,2.0730893278245373
2021,0.21499228165890655,1.0596870810600891,1.5916828375881085,1.9924939343566854,0.6127010497735514,-0.17497988856673724,-0.1515665846013261,1.6811605905003273
2022,-1.2905148303658724,-0.647188506012784,-0.3727615566609015,-1.025172655779808,0.8654727523933919,1.0789802974288132,0.30713491696745865,-0.22683377816888434
2023,2.5261590268634233,0.8463665816310714,0.4682552168309245,0.4979394853825949,0.2889711828148985,-0.4397147531484217,-0.4415287003133089,1.228787877662124
2024,1.0262651711242567,0.9979826922428486,0.7550307713968194,1.0970431155783953,-0.2619073787875667,0.6011533840757955,-0.2848998271371397,1.1370059885093808
2025,1.5534328438287608,1.5071820380564136,1.8419090554376354,1.1719477383689123,1.6049664830140915,-0.0248980158435155,1.0184820099994583,2.4444927386259887
2026,4.667287640777345,0.31589676733274025,0.21088079840382215,-0.6248813766012828,0.02410273986541564,1.0195175186681227,-0.5319621077841368,4.222277525835873
